date,opening,high,low,closing,adj_closing,volume
2019-01-02,72.7900009155273,74.6399993896484,72.1900024414063,74.0599975585938,71.7086029052734,6762700
2019-01-03,73.25,73.3199996948242,71.2099990844727,72.75,70.440185546875,8007400
2019-01-04,73.4499969482422,75.120002746582,73.120002746582,74.6500015258789,72.2798614501953,7844200
2019-01-07,74.7399978637695,76.3600006103516,74.3000030517578,75.7200012207031,73.3158950805664,8184800
2019-01-08,76.8300018310547,77.4000015258789,76.1999969482422,76.7300033569336,74.293830871582,8809000
2019-01-09,76.9700012207031,77.1500015258789,76.1399993896484,76.5899963378906,74.1582717895508,8591000
2019-01-10,75.6399993896484,77.3399963378906,75.4599990844727,76.4199981689453,73.9936676025391,11148600
2019-01-11,76.3399963378906,76.8899993896484,75.8000030517578,76.0400009155273,73.6257553100586,10689900
2019-01-14,75.4599990844727,76.8099975585938,75.4599990844727,76.0899963378906,73.6741561889648,5677400
2019-01-15,76.1900024414063,77.9800033569336,76.129997253418,77.879997253418,75.4073181152344,6212400
2019-01-16,78,78.8499984741211,77.5899963378906,77.6800003051758,75.2136764526367,5697100
2019-01-17,77.5400009155273,79.4000015258789,77.3099975585938,79.129997253418,76.6176300048828,7737300
2019-01-18,79.9499969482422,80.9700012207031,79.7399978637695,80.4499969482422,77.8957061767578,10404100
2019-01-22,80.3300018310547,81.3099975585938,80.1999969482422,80.75,78.1861953735352,8781700
2019-01-23,81.1900024414063,81.4000015258789,80.2200012207031,80.5,77.9441223144531,5823000
2019-01-24,80.5999984741211,80.870002746582,79.5500030517578,80.4400024414063,77.8860397338867,4753200
2019-01-25,81.25,81.3300018310547,80.4300003051758,80.6100006103516,78.0506362915039,4457100
2019-01-28,79.8000030517578,80.5100021362305,79.7399978637695,80.3199996948242,77.7698440551758,5452000
2019-01-29,80.3600006103516,80.8300018310547,79.8399963378906,80.2200012207031,77.6730194091797,4187500
2019-01-30,80.4000015258789,81.2900009155273,80.0599975585938,81.2799987792969,78.6993637084961,5200200
2019-01-31,81.1800003051758,81.9499969482422,80.7099990844727,81.879997253418,79.2803192138672,8599200
2019-02-01,81.8300018310547,81.9000015258789,81.129997253418,81.5100021362305,78.9220657348633,5351900
2019-02-04,81.2200012207031,82,80.8300018310547,81.9899978637695,79.3868103027344,4236600
2019-02-05,81.9800033569336,83.1900024414063,81.9300003051758,82.8600006103516,80.2292175292969,6545600
2019-02-06,82.5100021362305,82.7099990844727,81.6399993896484,82.7099990844727,80.0839691162109,3682800
2019-02-07,82.1500015258789,82.8499984741211,81.7099990844727,82.3899993896484,79.7741317749023,4827500
2019-02-08,82.25,82.7200012207031,81.9400024414063,82.3600006103516,79.7450790405273,3786500
2019-02-11,82.9499969482422,83.8300018310547,82.870002746582,83.6800003051758,81.0231781005859,6158500
2019-02-12,83.9700012207031,84.8399963378906,83.620002746582,84.7099990844727,82.0204620361328,6290300
2019-02-13,84.7600021362305,85.5899963378906,84.7600021362305,85.4000015258789,82.6885604858398,5032800
2019-02-14,84.6100006103516,85.1399993896484,83.6999969482422,84.6800003051758,81.9914169311523,5179000
2019-02-15,85.4899978637695,85.7799987792969,85.0999984741211,85.379997253418,82.6691741943359,6111300
2019-02-19,84.5800018310547,85.0500030517578,84.4599990844727,84.5699996948242,81.8849105834961,5105900
2019-02-20,84.629997253418,84.9499969482422,84.3499984741211,84.8399963378906,82.1463394165039,6436100
2019-02-21,83.5699996948242,84.1500015258789,83.3499984741211,83.9499969482422,81.2845764160156,8579200
2019-02-22,84.1999969482422,85.0199966430664,84.0299987792969,84.7600021362305,82.0688781738281,4449500
2019-02-25,85.3899993896484,85.7300033569336,84.9599990844727,85.1699981689453,82.4658508300781,6229700
2019-02-26,85.3099975585938,86.0800018310547,85.1999969482422,85.8000030517578,83.0758666992188,6678700
2019-02-27,85.5299987792969,86.2200012207031,85.0599975585938,86.1699981689453,83.4341125488281,4588200
2019-02-28,86.0800018310547,86.4000015258789,85.6800003051758,85.7300033569336,83.0080871582031,4988100
2019-03-01,86.9300003051758,87.9899978637695,86.2399978637695,87.1600036621094,84.6098098754883,6314900
2019-03-04,87.3199996948242,87.9899978637695,85.1100006103516,85.6399993896484,83.1342849731445,7339500
2019-03-05,85.879997253418,86.25,85.4400024414063,85.4400024414063,82.9401321411133,4976300
2019-03-06,85.5999984741211,85.9899978637695,85.0400009155273,85.129997253418,82.6392059326172,3198000
2019-03-07,84.9700012207031,85.4100036621094,84.6600036621094,85.2600021362305,82.7654037475586,4321800
2019-03-08,84.5800018310547,84.879997253418,84.0199966430664,84.8000030517578,82.3188629150391,4669700
2019-03-11,85.3899993896484,85.9400024414063,85.0500030517578,85.8199996948242,83.3090209960938,3999800
2019-03-12,85.7799987792969,86.0800018310547,85.0199966430664,85.4300003051758,82.9304122924805,4431600
2019-03-13,85.6999969482422,86.6600036621094,85.5999984741211,85.9300003051758,83.4157943725586,5037800
2019-03-14,86.1500015258789,86.879997253418,85.6999969482422,86.870002746582,84.3282928466797,5906100
2019-03-15,87.2200012207031,87.6100006103516,85.9599990844727,86.8000030517578,84.2603302001953,11031400
2019-03-18,87.3000030517578,87.8399963378906,87,87.8199996948242,85.2505111694336,7750700
2019-03-19,88.2200012207031,88.5899963378906,87.2900009155273,87.6900024414063,85.1243057250977,6642200
2019-03-20,87.5,87.5800018310547,86.0899963378906,86.6900024414063,84.1535568237305,5991500
2019-03-21,87.2399978637695,88.120002746582,86.8300018310547,88.0100021362305,85.434928894043,10386900
2019-03-22,85.1999969482422,85.9000015258789,82.1500015258789,82.1900024414063,79.7852325439453,21659800
2019-03-25,81.4800033569336,83.2200012207031,80.8899993896484,82.3300018310547,79.9211349487305,15558300
2019-03-26,83.629997253418,84.0899963378906,82.9100036621094,83.379997253418,80.9403915405273,9611900
2019-03-27,83.6900024414063,83.8000030517578,82.0400009155273,83.0899963378906,80.6588821411133,6485100
2019-03-28,83.9300003051758,84.7200012207031,83.6999969482422,84.0400009155273,81.5810928344727,6032700
2019-03-29,84.5999984741211,84.8499984741211,83.8600006103516,84.2099990844727,81.7461242675781,6492000
2019-04-01,85.0400009155273,85.3199996948242,84.6999969482422,85.2300033569336,82.7362747192383,6737400
2019-04-02,85,85.2600021362305,84.1600036621094,84.370002746582,81.9014434814453,4433800
2019-04-03,84.9000015258789,84.9899978637695,84.25,84.4700012207031,81.9985198974609,4080900
2019-04-04,84.4899978637695,85.379997253418,84.3600006103516,85.2799987792969,82.7848205566406,3660700
2019-04-05,86,86.1600036621094,85.0500030517578,85.4000015258789,82.9013061523438,7367400
2019-04-08,85.0100021362305,85.2900009155273,84.5699996948242,84.7300033569336,82.2509155273438,4705800
2019-04-09,84.2200012207031,84.5999984741211,83.9700012207031,84.2799987792969,81.8140640258789,3804500
2019-04-10,84.6399993896484,85.0100021362305,84.5599975585938,84.879997253418,82.3965072631836,3918400
2019-04-11,84.9000015258789,85.0500030517578,84.2799987792969,85,82.5129928588867,3347400
2019-04-12,85.3000030517578,86.4899978637695,85.2900009155273,86.2399978637695,83.7167205810547,6037000
2019-04-15,86.8899993896484,87.2399978637695,86.4400024414063,86.8300018310547,84.2894744873047,5034900
2019-04-16,87,87.9499969482422,87,87.8000030517578,85.2310791015625,4652700
2019-04-17,87.9499969482422,88.9700012207031,87.4499969482422,88.7300033569336,86.1338653564453,5694900
2019-04-18,88.7600021362305,90,88.6999969482422,89.1999969482422,86.5901260375977,7016600
2019-04-22,88.3499984741211,88.6399993896484,87.3000030517578,87.3600006103516,84.803955078125,5390500
2019-04-23,87.5699996948242,87.6699981689453,87.0100021362305,87.4300003051758,84.8719100952148,7513700
2019-04-24,87.6699981689453,88.8199996948242,87.4300003051758,88.3899993896484,85.8038177490234,8063000
2019-04-25,88.4000015258789,88.5400009155273,87.4899978637695,87.5599975585938,84.9981002807617,7069900
2019-04-26,87.9499969482422,88.9400024414063,87.3300018310547,88.3099975585938,85.7261657714844,6219600
2019-04-29,88.1800003051758,88.5100021362305,88.129997253418,88.2600021362305,85.6776275634766,5008400
2019-04-30,88.2900009155273,88.4000015258789,87.2600021362305,87.8300018310547,85.2602157592773,7614100
2019-05-01,87.7300033569336,87.9499969482422,85.870002746582,85.9000015258789,83.3866882324219,6524600
2019-05-02,86.2099990844727,86.2799987792969,84.9899978637695,85.2699966430664,82.7751083374023,6813700
2019-05-03,85.9000015258789,86.3000030517578,85.6999969482422,85.6999969482422,83.192512512207,6798300
2019-05-06,83.7699966430664,83.870002746582,82.8600006103516,83.5699996948242,81.1248474121094,12836600
2019-05-07,83.0199966430664,83.629997253418,81.8300018310547,82.5400009155273,80.1249923706055,9811300
2019-05-08,82.4300003051758,83.9899978637695,82.1399993896484,82.7699966430664,80.3482513427734,9501300
2019-05-09,82.2099990844727,83.0100021362305,81.5400009155273,82.9800033569336,80.5521087646484,6336600
2019-05-10,82.7799987792969,84.2699966430664,82.1900024414063,83.9499969482422,81.4937133789063,5450500
2019-05-13,81.6500015258789,82.629997253418,81.3199996948242,82.5299987792969,80.1152572631836,6445200
2019-05-14,82.7799987792969,84,82.0599975585938,83.6699981689453,81.221923828125,7529200
2019-05-15,83.1699981689453,84.4899978637695,82.9400024414063,84.0100021362305,81.5519790649414,4862200
2019-05-16,84.5100021362305,85.4000015258789,84.1999969482422,84.2799987792969,81.8140640258789,6745200
2019-05-17,83.5100021362305,85.5199966430664,83.5,84.5699996948242,82.095588684082,5068200
2019-05-20,83.8000030517578,83.8000030517578,82.7399978637695,82.8499984741211,80.4259033203125,7181900
2019-05-21,83.3600006103516,83.8000030517578,82.5100021362305,83.6399993896484,81.1928024291992,5762500
2019-05-22,82.9899978637695,83.3399963378906,82.7600021362305,83.1999969482422,80.7656707763672,5237800
2019-05-23,82.5,83.0599975585938,81.9899978637695,82.6399993896484,80.2220687866211,9704200
2019-05-24,82.1999969482422,83.1699981689453,82.0899963378906,82.1600036621094,79.756103515625,5999000
2019-05-28,82.8499984741211,83.1900024414063,81.129997253418,81.1999969482422,78.8241958618164,7927300
2019-05-29,80.7099990844727,80.8600006103516,77.6999969482422,78.870002746582,76.5623550415039,10116900
2019-05-30,78.9199981689453,79.7300033569336,78.6100006103516,79.2600021362305,76.9409484863281,6177800
2019-05-31,78,78.2600021362305,77.0699996948242,77.1399993896484,75.0914001464844,8891100
2019-06-03,77.2399978637695,78.5800018310547,77.0800018310547,77.9599990844727,75.8896331787109,11665500
2019-06-04,79.3000030517578,81.6500015258789,78.7799987792969,81.620002746582,79.4524459838867,7526800
2019-06-05,82.2900009155273,82.9000015258789,81.9300003051758,82.7200012207031,80.5232238769531,8173200
2019-06-06,82.7200012207031,83.0599975585938,82.0800018310547,82.4499969482422,80.2603759765625,4953000
2019-06-07,83.0899963378906,83.6800003051758,82.8099975585938,83.4100036621094,81.1948928833008,3891100
2019-06-10,83.75,84.1999969482422,82.4499969482422,82.5800018310547,80.3869323730469,4419800
2019-06-11,83.6500015258789,84.3399963378906,83.129997253418,83.2600021362305,81.0488891601563,3939400
2019-06-12,83.4800033569336,84.0199966430664,82.5199966430664,82.629997253418,80.4356002807617,4025900
2019-06-13,83.1500015258789,83.9199981689453,83.0500030517578,83.6100006103516,81.3895950317383,3383400
2019-06-14,83.5100021362305,83.8600006103516,83.0400009155273,83.4400024414063,81.2241058349609,4355600
2019-06-17,83.3399963378906,83.4599990844727,82.0100021362305,82.1100006103516,79.9294128417969,5101900
2019-06-18,82.6999969482422,84.6500015258789,82.5,84.3000030517578,82.0612716674805,6456500
2019-06-19,83.7300033569336,83.9000015258789,83.1399993896484,83.5500030517578,81.331184387207,6217700
2019-06-20,84.9000015258789,85.6699981689453,84.4199981689453,85.2399978637695,82.9762954711914,6163800
2019-06-21,85.1600036621094,85.75,84.5999984741211,85.75,83.4727554321289,9289800
2019-06-24,86,86.8499984741211,84.370002746582,84.5,82.2559356689453,8043300
2019-06-25,84.5999984741211,84.6900024414063,82.1600036621094,82.620002746582,80.4258651733398,7339900
2019-06-26,83.1500015258789,83.6900024414063,82.4400024414063,82.5500030517578,80.3577346801758,5838500
2019-06-27,82.9300003051758,83.7699966430664,82.9300003051758,83.6600036621094,81.4382553100586,11436700
2019-06-28,83.9899978637695,84.75,82.6699981689453,83.9499969482422,81.7205352783203,12443800
2019-07-01,84.9300003051758,86.2799987792969,84.9000015258789,85.4100036621094,83.1417846679688,6587300
2019-07-02,85.3600006103516,85.4700012207031,84.2200012207031,84.9599990844727,82.703727722168,7187200
2019-07-03,85.3300018310547,86.2900009155273,85.120002746582,86.1999969482422,83.9108200073242,4012800
2019-07-05,85.8000030517578,86.9100036621094,85.4199981689453,86.8199996948242,84.5143280029297,6440900
2019-07-08,86.0599975585938,88.5199966430664,85.9700012207031,88.4800033569336,86.1302642822266,7052000
2019-07-09,88.0999984741211,88.8000030517578,87.8199996948242,88.0400009155273,85.7019424438477,6219700
2019-07-10,88.4800033569336,88.9400024414063,87.3899993896484,87.4400024414063,85.1178894042969,5985500
2019-07-11,87.7099990844727,88.3000030517578,87.4000015258789,88.2900009155273,85.9452972412109,3942400
2019-07-12,88.1800003051758,89.3099975585938,88.0100021362305,89.120002746582,86.7532653808594,4240900
2019-07-15,89.0599975585938,89.870002746582,89.0599975585938,89.4800033569336,87.1036911010742,3750900
2019-07-16,89.5,89.7099990844727,88.5699996948242,88.5999984741211,86.2470703125,5812800
2019-07-17,88.4199981689453,88.6900024414063,87.4400024414063,87.5,85.1762771606445,4461500
2019-07-18,87.629997253418,87.7600021362305,86.7600021362305,87.4400024414063,85.1178894042969,4607000
2019-07-19,87.7300033569336,87.879997253418,86.4800033569336,86.5500030517578,84.2515106201172,6635300
2019-07-22,86.5599975585938,86.9899978637695,85.8300018310547,85.9700012207031,83.6869049072266,6810300
2019-07-23,86.6399993896484,87.0999984741211,86.2300033569336,86.6999969482422,84.3975143432617,5659900
2019-07-24,86.6500015258789,87.2099990844727,86.3099975585938,86.6999969482422,84.3975143432617,6362900
2019-07-25,86.8199996948242,87.5,86.5899963378906,87.2799987792969,84.9621200561523,4546400
2019-07-26,87.4400024414063,87.8399963378906,86.7699966430664,87.5400009155273,85.2152252197266,3707200
2019-07-29,87.6500015258789,87.870002746582,87.1800003051758,87.620002746582,85.2930908203125,4387300
2019-07-30,86.8199996948242,87.9100036621094,86.3600006103516,87.1999969482422,84.8842468261719,3561200
2019-07-31,87.0899963378906,87.2699966430664,85.5500030517578,86.0299987792969,83.7453155517578,5818200
2019-08-01,85.2600021362305,86.7699966430664,82.6999969482422,83.120002746582,80.9126052856445,7871800
2019-08-02,82.5299987792969,83.2399978637695,80.7900009155273,81.1399993896484,78.9851913452148,8761400
2019-08-05,79.6600036621094,80.0500030517578,78.1900024414063,78.9700012207031,76.8728179931641,8493300
2019-08-06,79.8499984741211,81.5899963378906,79.4899978637695,81.3000030517578,79.1409301757813,8664500
2019-08-07,80.5,81.8199996948242,80.0899963378906,81.2799987792969,79.121452331543,6275000
2019-08-08,81.8099975585938,83.3600006103516,81.6100006103516,83,80.795783996582,6208900
2019-08-09,83.1399993896484,83.4300003051758,81.3199996948242,81.9800033569336,79.8028717041016,5460200
2019-08-12,81.4100036621094,81.9499969482422,81.1800003051758,81.6500015258789,79.4816513061523,3762500
2019-08-13,81.1699981689453,84.1500015258789,80.8499984741211,83.3199996948242,81.1072998046875,6896800
2019-08-14,81.2399978637695,81.6900024414063,80.5100021362305,81.0299987792969,78.8780899047852,7266100
2019-08-15,80.9300003051758,81.3000030517578,79.4400024414063,79.5100021362305,77.3984756469727,6713600
2019-08-16,80.0899963378906,80.5599975585938,79.25,80.2799987792969,78.1480178833008,5649000
2019-08-19,82,82.3399963378906,80.8300018310547,81.129997253418,78.9754486083984,7027900
2019-08-20,80.7200012207031,81.2300033569336,79.4499969482422,80.5299987792969,78.3913803100586,5903100
2019-08-21,81.9400024414063,82.8399963378906,81.629997253418,82.7399978637695,80.5426864624023,6454200
2019-08-22,83,83.7200012207031,82.5,83.3099975585938,81.0975494384766,5571600
2019-08-23,82.0199966430664,82.7600021362305,80.0299987792969,80.4400024414063,78.3037719726563,8497800
2019-08-26,81.4400024414063,82.2799987792969,80.7399978637695,82.25,80.0656967163086,4336000
2019-08-27,82.629997253418,83.1800003051758,82,82.0299987792969,79.8515319824219,3842500
2019-08-28,81.9000015258789,83.5899963378906,81.7200012207031,83.4800033569336,81.2630462646484,4123700
2019-08-29,84.2200012207031,85.7699966430664,84.1699981689453,85.379997253418,83.1125793457031,5101900
2019-08-30,85.6999969482422,85.9899978637695,84.4100036621094,84.5,82.4684371948242,5235400
2019-09-03,84,84.8300018310547,83.620002746582,84.6699981689453,82.6343612670898,6360800
2019-09-04,85.5800018310547,86.5,85.5,86.3499984741211,84.2739639282227,4151200
2019-09-05,87.2799987792969,88.620002746582,87.2799987792969,88.4199981689453,86.2941970825195,6328400
2019-09-06,88.4000015258789,88.9800033569336,88.0199966430664,88.6900024414063,86.5577163696289,3625300
2019-09-09,88.9400024414063,89.3499984741211,88.4199981689453,88.6699981689453,86.5381774902344,4282400
2019-09-10,88.2600021362305,88.629997253418,86.2900009155273,86.8300018310547,84.7424392700195,7072400
2019-09-11,86.9599990844727,87.25,85.870002746582,86.75,84.6643600463867,4623300
2019-09-12,87.0999984741211,88.0699996948242,86.2200012207031,87.6699981689453,85.5622329711914,4057500
2019-09-13,88.25,88.7900009155273,87.3000030517578,87.3199996948242,85.2206420898438,5894700
2019-09-16,87.0899963378906,87.8199996948242,86.6699981689453,87.2699966430664,85.1718444824219,4171700
2019-09-17,86.7699966430664,87.6399993896484,86.4700012207031,87.5899963378906,85.4841613769531,3248400
2019-09-18,87.6500015258789,88.4000015258789,87.2099990844727,88.0800018310547,85.9623718261719,4722200
2019-09-19,88.4000015258789,88.7200012207031,87.5100021362305,87.6999969482422,85.5915145874023,4231200
2019-09-20,88,88.4899978637695,86.6699981689453,86.6800003051758,84.5960311889648,6991100
2019-09-23,86.9800033569336,88.0199966430664,86.8000030517578,87.6900024414063,85.5817565917969,4790000
2019-09-24,88.4499969482422,88.6900024414063,86.7600021362305,87.1800003051758,85.0840148925781,10202900
2019-09-25,91.7799987792969,92.7900009155273,90.1500015258789,90.8099975585938,88.6267395019531,25330700
2019-09-26,91.620002746582,92.4499969482422,90.25,92.1699981689453,89.9540405273438,10408300
2019-09-27,91.8499984741211,92.8600006103516,91.5999984741211,92.3099975585938,90.0906677246094,6420500
2019-09-30,92.5299987792969,94.0800018310547,92.5,93.9199981689453,91.6619720458984,7401200
2019-10-01,94.129997253418,94.75,92.0599975585938,92.2799987792969,90.0613861083984,8464900
2019-10-02,91.4700012207031,91.8399963378906,90.5699996948242,91.4899978637695,89.2903900146484,6933900
2019-10-03,91.3099975585938,92.3199996948242,90.3499984741211,92.2200012207031,90.0028381347656,5762300
2019-10-04,92.2200012207031,93.1699981689453,91.9300003051758,93.0699996948242,90.8324127197266,4551400
2019-10-07,92.5,93.9199981689453,92.4000015258789,93.1699981689453,90.9300231933594,4975400
2019-10-08,90.4499969482422,92.7099990844727,90.4100036621094,91.75,89.5441513061523,6916800
2019-10-09,92.4100036621094,93.0500030517578,91.8199996948242,92.5199966430664,90.2956314086914,5115900
2019-10-10,93.5,93.5,92.7200012207031,93,90.7640991210938,5794100
2019-10-11,94,94.5699996948242,93.5599975585938,93.879997253418,91.622932434082,6220100
2019-10-14,94.1999969482422,95.25,94.0500030517578,94.879997253418,92.5988922119141,4636000
2019-10-15,95,95.1800003051758,94.120002746582,94.7900009155273,92.5110473632813,4292500
2019-10-16,94.0899963378906,95.1399993896484,94.0699996948242,94.879997253418,92.5988922119141,4883300
2019-10-17,95.5699996948242,95.8899993896484,94.9700012207031,95.5599975585938,93.2625503540039,3427400
2019-10-18,94.8099975585938,96.4599990844727,94.8000030517578,96.0999984741211,93.78955078125,6209200
2019-10-21,96.6100006103516,96.870002746582,95.4199981689453,96.2200012207031,93.9066772460938,5185800
2019-10-22,96.0599975585938,96.8300018310547,95.5199966430664,95.5999984741211,93.3015823364258,5470100
2019-10-23,95.0299987792969,95.5400009155273,92.120002746582,92.3199996948242,90.1004409790039,11933600
2019-10-24,92.6800003051758,92.870002746582,90.9899978637695,91.5,89.3001556396484,12085800
2019-10-25,91.4400024414063,91.8300018310547,90.75,90.9199981689453,88.7341003417969,8147200
2019-10-28,91.0599975585938,91.3000030517578,90.1699981689453,90.8499984741211,88.6657791137695,10304700
2019-10-29,90.8499984741211,90.9199981689453,89.129997253418,89.2799987792969,87.1335296630859,9044700
2019-10-30,89.4499969482422,90.2699966430664,89.3499984741211,90.1900024414063,88.0216522216797,8127500
2019-10-31,90,90.4100036621094,88.9400024414063,89.5500030517578,87.3970260620117,6752000
2019-11-01,90.1800003051758,90.5299987792969,89,89.1800003051758,87.0359268188477,5263600
2019-11-04,90.129997253418,90.5599975585938,89.3199996948242,89.8600006103516,87.699577331543,8161200
2019-11-05,90.1500015258789,90.3399963378906,89.5400009155273,89.879997253418,87.719108581543,5589700
2019-11-06,90.6399993896484,90.7200012207031,88.7399978637695,89.4800033569336,87.3287124633789,7033800
2019-11-07,90.4700012207031,90.5999984741211,89.7699966430664,90.4000015258789,88.2265853881836,7110000
2019-11-08,90.2799987792969,90.3499984741211,89.2900009155273,89.8099975585938,87.6507797241211,4555400
2019-11-11,89.370002746582,90.0999984741211,89.370002746582,90.0500030517578,87.8850250244141,3247300
2019-11-12,90.3099975585938,92.0299987792969,89.4899978637695,89.5,87.3482360839844,3979600
2019-11-13,89.7300033569336,91.5500030517578,89.5699996948242,91.2900009155273,89.0952072143555,5923600
2019-11-14,91.4899978637695,91.9599990844727,90.7200012207031,91.2699966430664,89.0756683349609,6035300
2019-11-15,92.1399993896484,93.5599975585938,91.9599990844727,93.0400009155273,90.8031387329102,6785500
2019-11-18,93.5,94.2600021362305,92.9100036621094,94.1800003051758,91.9157257080078,6165600
2019-11-19,94.6100006103516,95.120002746582,93.0599975585938,93.6100006103516,91.3594131469727,5368400
2019-11-20,94.1100006103516,94.4000015258789,92.7699966430664,93.0500030517578,90.8129043579102,6235400
2019-11-21,92.620002746582,93.3000030517578,92.0699996948242,92.1600036621094,89.9442977905273,5493100
2019-11-22,92.2099990844727,93.3499984741211,91.9300003051758,93.3399963378906,91.0959091186523,4264400
2019-11-25,93.7799987792969,93.9700012207031,92.7399978637695,92.9000015258789,90.6664886474609,5419700
2019-11-26,93.379997253418,93.629997253418,93.0199966430664,93.3300018310547,91.0861587524414,5907400
2019-11-27,93.5,94.379997253418,93.5,94.1399993896484,91.8766937255859,4017400
2019-11-29,94.370002746582,94.6100006103516,93.3899993896484,93.4899978637695,91.4803924560547,2541800
2019-12-02,94.0899963378906,94.2799987792969,92.9800033569336,93.5599975585938,91.5488815307617,3892000
2019-12-03,92.4800033569336,92.5500030517578,91.3099975585938,92.4599990844727,90.472526550293,5570700
2019-12-04,92.8099975585938,93.7900009155273,92.7300033569336,93.7200012207031,91.705451965332,4456400
2019-12-05,95.879997253418,95.9499969482422,94.6800003051758,95.7900009155273,93.73095703125,6946000
2019-12-06,96.5599975585938,97.3099975585938,96.379997253418,97,94.914924621582,6368500
2019-12-09,97.0199966430664,97.629997253418,96.1600036621094,96.629997253418,94.5528945922852,6517800
2019-12-10,96.7600021362305,97.5899963378906,96.629997253418,97.0100021362305,94.9247360229492,4234300
2019-12-11,96.9000015258789,97.3199996948242,96.6500015258789,97.1800003051758,95.091064453125,4319700
2019-12-12,97.3199996948242,98.1800003051758,96.9000015258789,97.7200012207031,95.6194610595703,4762800
2019-12-13,97.4300003051758,98.2900009155273,96.9100036621094,97.7699966430664,95.6683959960938,5247600
2019-12-16,98.1399993896484,99.3399963378906,98.0599975585938,98.8099975585938,96.6860427856445,8211300
2019-12-17,99.379997253418,100.169998168945,99.0500030517578,99.6500015258789,97.5079803466797,7050700
2019-12-18,100.199996948242,100.790000915527,99.5800018310547,100.569999694824,98.408203125,7332000
2019-12-19,100.5,101.269996643066,99.629997253418,101.150001525879,98.9757308959961,12214500
2019-12-20,101,101.400001525879,98.8499984741211,99.9599990844727,97.8113021850586,17641600
2019-12-23,100.230003356934,100.690002441406,99.5500030517578,100.040000915527,97.8895874023438,6350500
2019-12-24,99.8300018310547,100.660003662109,99.7600021362305,100.139999389648,97.9874420166016,3328100
2019-12-26,100.339996337891,100.75,100.110000610352,100.709999084473,98.5451965332031,3709900
2019-12-27,101,101.790000915527,100.98999786377,101.569999694824,99.3866958618164,5307500
2019-12-30,101.540000915527,101.610000610352,100.459999084473,100.800003051758,98.6332626342773,3495200
