date,consumer_discretionary,nike,spstock
2019-01-02,50.4799995422363,74.0599975585938,2510.030029
2019-01-03,50.189998626709,72.75,2447.889893
2019-01-04,51.2599983215332,74.6500015258789,2531.939941
2019-01-07,51.189998626709,75.7200012207031,2549.689941
2019-01-08,51.6599998474121,76.7300033569336,2574.409912
2019-01-09,51.1800003051758,76.5899963378906,2584.959961
2019-01-10,51.4799995422363,76.4199981689453,2596.639893
2019-01-11,51.6300010681152,76.0400009155273,2596.26001
2019-01-14,51.3800010681152,76.0899963378906,2582.610107
2019-01-15,51.8899993896484,77.879997253418,2610.300049
2019-01-16,51.6100006103516,77.6800003051758,2616.100098
2019-01-17,51.8300018310547,79.129997253418,2635.959961
2019-01-18,52.4500007629395,80.4499969482422,2670.709961
2019-01-22,51.9700012207031,80.75,2632.899902
2019-01-23,52.5900001525879,80.5,2638.699951
2019-01-24,51.939998626709,80.4400024414063,2642.330078
2019-01-25,51.7299995422363,80.6100006103516,2664.76001
2019-01-28,51.9500007629395,80.3199996948242,2643.850098
2019-01-29,52.0699996948242,80.2200012207031,2640
2019-01-30,52.4199981689453,81.2799987792969,2681.050049
2019-01-31,53.3899993896484,81.879997253418,2704.100098
2019-02-01,53.2200012207031,81.5100021362305,2706.530029
2019-02-04,53.560001373291,81.9899978637695,2724.870117
2019-02-05,53.5699996948242,82.8600006103516,2737.699951
2019-02-06,53.5800018310547,82.7099990844727,2731.610107
2019-02-07,53.5400009155273,82.3899993896484,2706.050049
2019-02-08,53.7900009155273,82.3600006103516,2707.879883
2019-02-11,53.9300003051758,83.6800003051758,2709.800049
2019-02-12,54.3499984741211,84.7099990844727,2744.72998
2019-02-13,54.4500007629395,85.4000015258789,2753.030029
2019-02-14,53.8400001525879,84.6800003051758,2745.72998
2019-02-15,54.3499984741211,85.379997253418,2775.600098
2019-02-19,54.6300010681152,84.5699996948242,2779.76001
2019-02-20,54.5299987792969,84.8399963378906,2784.699951
2019-02-21,54.689998626709,83.9499969482422,2774.879883
2019-02-22,54.4300003051758,84.7600021362305,2792.669922
2019-02-25,54.1300010681152,85.1699981689453,2796.110107
2019-02-26,54.1599998474121,85.8000030517578,2793.899902
2019-02-27,54.0800018310547,86.1699981689453,2792.379883
2019-02-28,54.3400001525879,85.7300033569336,2784.48999
2019-03-01,54.2400016784668,87.1600036621094,2803.689941
2019-03-04,54.1500015258789,85.6399993896484,2792.810059
2019-03-05,54.1100006103516,85.4400024414063,2789.649902
2019-03-06,54.0299987792969,85.129997253418,2771.449951
2019-03-07,53.6800003051758,85.2600021362305,2748.929932
2019-03-08,53.7099990844727,84.8000030517578,2743.070068
2019-03-11,54.4099998474121,85.8199996948242,2783.300049
2019-03-12,54.4300003051758,85.4300003051758,2791.52002
2019-03-13,54.7400016784668,85.9300003051758,2810.919922
2019-03-14,54.689998626709,86.870002746582,2808.47998
2019-03-15,54.7000007629395,86.8000030517578,2822.47998
2019-03-18,54.7799987792969,87.8199996948242,2832.939941
2019-03-19,54.7400016784668,87.6900024414063,2832.570068
2019-03-20,54.5099983215332,86.6900024414063,2824.22998
2019-03-21,55.1500015258789,88.0100021362305,2854.879883
2019-03-22,55.0800018310547,82.1900024414063,2800.709961
2019-03-25,55.189998626709,82.3300018310547,2798.360107
2019-03-26,55.6599998474121,83.379997253418,2818.459961
2019-03-27,55.4700012207031,83.0899963378906,2805.370117
2019-03-28,55.7400016784668,84.0400009155273,2815.439941
2019-03-29,56.1100006103516,84.2099990844727,2834.399902
2019-04-01,55.9199981689453,85.2300033569336,2867.189941
2019-04-02,55.4599990844727,84.370002746582,2867.23999
2019-04-03,55.189998626709,84.4700012207031,2873.399902
2019-04-04,55.4000015258789,85.2799987792969,2879.389893
2019-04-05,55.5900001525879,85.4000015258789,2892.73999
2019-04-08,55.8199996948242,84.7300033569336,2895.77002
2019-04-09,55.75,84.2799987792969,2878.199951
2019-04-10,55.9099998474121,84.879997253418,2888.209961
2019-04-11,56.0200004577637,85,2888.320068
2019-04-12,56.2000007629395,86.2399978637695,2907.409912
2019-04-15,56.5299987792969,86.8300018310547,2905.580078
2019-04-16,56.5400009155273,87.8000030517578,2907.060059
2019-04-17,56.8199996948242,88.7300033569336,2900.449951
2019-04-18,56.8699989318848,89.1999969482422,2905.030029
2019-04-22,56.8899993896484,87.3600006103516,2907.969971
2019-04-23,56.7099990844727,87.4300003051758,2933.679932
2019-04-24,56.8300018310547,88.3899993896484,2927.25
2019-04-25,56.4700012207031,87.5599975585938,2926.169922
2019-04-26,56.9799995422363,88.3099975585938,2939.879883
2019-04-29,57.0499992370605,88.2600021362305,2943.030029
2019-04-30,57.7099990844727,87.8300018310547,2945.830078
2019-05-01,57,85.9000015258789,2923.72998
2019-05-02,56.9799995422363,85.2699966430664,2917.52002
2019-05-03,57.4099998474121,85.6999969482422,2945.639893
2019-05-06,57.3199996948242,83.5699996948242,2932.469971
2019-05-07,56.75,82.5400009155273,2884.050049
2019-05-08,56.7400016784668,82.7699966430664,2879.419922
2019-05-09,56.6199989318848,82.9800033569336,2870.719971
2019-05-10,57.310001373291,83.9499969482422,2881.399902
2019-05-13,56.7700004577637,82.5299987792969,2811.870117
2019-05-14,57.0400009155273,83.6699981689453,2834.409912
2019-05-15,57.4900016784668,84.0100021362305,2850.959961
2019-05-16,57.939998626709,84.2799987792969,2876.320068
2019-05-17,57.75,84.5699996948242,2859.530029
2019-05-20,57.6100006103516,82.8499984741211,2840.22998
2019-05-21,57.4900016784668,83.6399993896484,2864.360107
2019-05-22,57.75,83.1999969482422,2856.27002
2019-05-23,57.7299995422363,82.6399993896484,2822.23999
2019-05-24,57.5200004577637,82.1600036621094,2826.060059
2019-05-28,56.5800018310547,81.1999969482422,2802.389893
2019-05-29,56.1699981689453,78.870002746582,2783.02002
2019-05-30,56.4099998474121,79.2600021362305,2788.860107
2019-05-31,55.6100006103516,77.1399993896484,2752.060059
2019-06-03,56.310001373291,77.9599990844727,2744.449951
2019-06-04,56.8199996948242,81.620002746582,2803.27002
2019-06-05,57.4700012207031,82.7200012207031,2826.149902
2019-06-06,58.0699996948242,82.4499969482422,2843.48999
2019-06-07,58.6300010681152,83.4100036621094,2873.340088
2019-06-10,58.6500015258789,82.5800018310547,2886.72998
2019-06-11,58.8400001525879,83.2600021362305,2885.719971
2019-06-12,58.9300003051758,82.629997253418,2879.840088
2019-06-13,59.060001373291,83.6100006103516,2891.639893
2019-06-14,59.0900001525879,83.4400024414063,2886.97998
2019-06-17,58.9199981689453,82.1100006103516,2889.669922
2019-06-18,58.5999984741211,84.3000030517578,2917.75
2019-06-19,58.8400001525879,83.5500030517578,2926.459961
2019-06-20,59.3600006103516,85.2399978637695,2954.179932
2019-06-21,58.7200012207031,85.75,2950.459961
2019-06-24,58.8699989318848,84.5,2945.350098
2019-06-25,58.8400001525879,82.620002746582,2917.379883
2019-06-26,58,82.5500030517578,2913.780029
2019-06-27,58.1100006103516,83.6600036621094,2924.919922
2019-06-28,58.0699996948242,83.9499969482422,2941.76001
2019-07-01,58.4199981689453,85.4100036621094,2964.330078
2019-07-02,58.9300003051758,84.9599990844727,2973.01001
2019-07-03,59.6599998474121,86.1999969482422,2995.820068
2019-07-05,59.4000015258789,86.8199996948242,2990.409912
2019-07-08,59.4799995422363,88.4800033569336,2975.949951
2019-07-09,59.1300010681152,88.0400009155273,2979.629883
2019-07-10,59.5099983215332,87.4400024414063,2993.070068
2019-07-11,59.6599998474121,88.2900009155273,2999.909912
2019-07-12,59.8300018310547,89.120002746582,3013.77002
2019-07-15,59.9700012207031,89.4800033569336,3014.300049
2019-07-16,59.9900016784668,88.5999984741211,3004.040039
2019-07-17,59.9199981689453,87.5,2984.419922
2019-07-18,60.3199996948242,87.4400024414063,2995.110107
2019-07-19,59.939998626709,86.5500030517578,2976.610107
2019-07-22,59.5900001525879,85.9700012207031,2985.030029
2019-07-23,60.0200004577637,86.6999969482422,3005.469971
2019-07-24,59.6199989318848,86.6999969482422,3019.560059
2019-07-25,59.7000007629395,87.2799987792969,3003.669922
2019-07-26,60.3699989318848,87.5400009155273,3025.860107
2019-07-29,60.4799995422363,87.620002746582,3020.969971
2019-07-30,60.6599998474121,87.1999969482422,3013.179932
2019-07-31,59.4300003051758,86.0299987792969,2980.379883
2019-08-01,59.2200012207031,83.120002746582,2953.560059
2019-08-02,59.2299995422363,81.1399993896484,2932.050049
2019-08-05,57.689998626709,78.9700012207031,2844.73999
2019-08-06,58.2099990844727,81.3000030517578,2881.77002
2019-08-07,58.8899993896484,81.2799987792969,2883.97998
2019-08-08,59.6500015258789,83,2938.090088
2019-08-09,59.3199996948242,81.9800033569336,2918.649902
2019-08-12,58.9199981689453,81.6500015258789,2882.699951
2019-08-13,59.5900001525879,83.3199996948242,2926.320068
2019-08-14,58.6500015258789,81.0299987792969,2840.600098
2019-08-15,59.5299987792969,79.5100021362305,2847.600098
2019-08-16,60.2099990844727,80.2799987792969,2888.679932
2019-08-19,60.810001373291,81.129997253418,2923.649902
2019-08-20,60.1500015258789,80.5299987792969,2900.51001
2019-08-21,60.310001373291,82.7399978637695,2924.429932
2019-08-22,60.6300010681152,83.3099975585938,2922.949951
2019-08-23,59.6199989318848,80.4400024414063,2847.110107
2019-08-26,60.3600006103516,82.25,2878.379883
2019-08-27,60.189998626709,82.0299987792969,2869.159912
2019-08-28,60.7700004577637,83.4800033569336,2887.939941
2019-08-29,60.7999992370605,85.379997253418,2924.580078
2019-08-30,60.7200012207031,84.5,2926.459961
2019-09-03,61.0699996948242,84.6699981689453,2906.27002
2019-09-04,61.6199989318848,86.3499984741211,2937.780029
2019-09-05,61.2400016784668,88.4199981689453,2976
2019-09-06,61.439998626709,88.6900024414063,2978.709961
2019-09-09,61.2999992370605,88.6699981689453,2978.429932
2019-09-10,60.9199981689453,86.8300018310547,2979.389893
2019-09-11,61.1399993896484,86.75,3000.929932
2019-09-12,61.3899993896484,87.6699981689453,3009.570068
2019-09-13,61.0400009155273,87.3199996948242,3007.389893
2019-09-16,60.4500007629395,87.2699966430664,2997.959961
2019-09-17,60.7799987792969,87.5899963378906,3005.699951
2019-09-18,60.8800010681152,88.0800018310547,3006.72998
2019-09-19,60.8699989318848,87.6999969482422,3006.790039
2019-09-20,60.3199996948242,86.6800003051758,2992.070068
2019-09-23,60.560001373291,87.6900024414063,2991.780029
2019-09-24,60.810001373291,87.1800003051758,2966.600098
2019-09-25,60.8499984741211,90.8099975585938,2984.870117
2019-09-26,61.189998626709,92.1699981689453,2977.620117
2019-09-27,61.1199989318848,92.3099975585938,2961.790039
2019-09-30,61.4199981689453,93.9199981689453,2976.73999
2019-10-01,61.2599983215332,92.2799987792969,2940.25
2019-10-02,60.0299987792969,91.4899978637695,2887.610107
2019-10-03,60.4500007629395,92.2200012207031,2910.629883
2019-10-04,61.4000015258789,93.0699996948242,2952.01001
2019-10-07,60.9000015258789,93.1699981689453,2938.790039
2019-10-08,60.3199996948242,91.75,2893.060059
2019-10-09,60.7799987792969,92.5199966430664,2919.399902
2019-10-10,60.9000015258789,93,2938.129883
2019-10-11,60.8400001525879,93.879997253418,2970.27002
2019-10-14,60.5400009155273,94.879997253418,2966.149902
2019-10-15,60.2799987792969,94.7900009155273,2995.679932
2019-10-16,60.3400001525879,94.879997253418,2989.689941
2019-10-17,60.6199989318848,95.5599975585938,2997.949951
2019-10-18,60.7400016784668,96.0999984741211,2986.199951
2019-10-21,60.939998626709,96.2200012207031,3006.719971
2019-10-22,60.9599990844727,95.5999984741211,2995.98999
2019-10-23,61.2400016784668,92.3199996948242,3004.52002
2019-10-24,61.4500007629395,91.5,3010.290039
2019-10-25,61.0900001525879,90.9199981689453,3022.550049
2019-10-28,60.9700012207031,90.8499984741211,3039.419922
2019-10-29,60.9700012207031,89.2799987792969,3036.889893
2019-10-30,61.25,90.1900024414063,3046.77002
2019-10-31,61.1599998474121,89.5500030517578,3037.560059
2019-11-01,61.1500015258789,89.1800003051758,3066.909912
2019-11-04,60.560001373291,89.8600006103516,3078.27002
2019-11-05,60.7599983215332,89.879997253418,3074.620117
2019-11-06,61.0099983215332,89.4800033569336,3076.780029
2019-11-07,60.7999992370605,90.4000015258789,3085.179932
2019-11-08,60.7599983215332,89.8099975585938,3093.080078
2019-11-11,60.6699981689453,90.0500030517578,3087.01001
2019-11-12,60.8699989318848,89.5,3091.840088
2019-11-13,61.3300018310547,91.2900009155273,3094.040039
2019-11-14,61.310001373291,91.2699966430664,3096.629883
2019-11-15,61.3300018310547,93.0400009155273,3120.459961
2019-11-18,61.6500015258789,94.1800003051758,3122.030029
2019-11-19,61.5699996948242,93.6100006103516,3120.179932
2019-11-20,61.7099990844727,93.0500030517578,3108.459961
2019-11-21,61.4000015258789,92.1600036621094,3103.540039
2019-11-22,61.2999992370605,93.3399963378906,3110.290039
2019-11-25,61.3699989318848,92.9000015258789,3133.639893
2019-11-26,61.8699989318848,93.3300018310547,3140.52002
2019-11-27,62.0200004577637,94.1399993896484,3153.629883
2019-11-29,62,93.4899978637695,3140.97998
2019-12-02,62.1399993896484,93.5599975585938,3113.870117
2019-12-03,62.0400009155273,92.4599990844727,3093.199951
2019-12-04,62.4500007629395,93.7200012207031,3112.76001
2019-12-05,62.4300003051758,95.7900009155273,3117.429932
2019-12-06,62.6699981689453,97,3145.909912
2019-12-09,62.7200012207031,96.629997253418,3135.959961
2019-12-10,62.5200004577637,97.0100021362305,3132.52002
2019-12-11,62.6100006103516,97.1800003051758,3141.629883
2019-12-12,62.560001373291,97.7200012207031,3168.570068
2019-12-13,62.7799987792969,97.7699966430664,3168.800049
2019-12-16,63,98.8099975585938,3191.449951
2019-12-17,62.9000015258789,99.6500015258789,3192.52002
2019-12-18,62.7999992370605,100.569999694824,3191.139893
2019-12-19,63.1399993896484,101.150001525879,3205.370117
2019-12-20,63.0999984741211,99.9599990844727,3221.219971
2019-12-23,62.8300018310547,100.040000915527,3224.01001
2019-12-24,62.9099998474121,100.139999389648,3223.379883
2019-12-26,62.9700012207031,100.709999084473,3239.909912
2019-12-27,63.25,101.569999694824,3240.02002
2019-12-30,62.9199981689453,100.800003051758,3221.290039
2019-12-31,62.9799995422363,101.309997558594,3230.780029
2020-01-02,62.4799995422363,102.199996948242,3257.850098
2020-01-03,62.3800010681152,101.919998168945,3234.850098
2020-01-06,62.5099983215332,101.830001831055,3246.280029
2020-01-07,62.0299987792969,101.779998779297,3237.179932
2020-01-08,62.2599983215332,101.550003051758,3253.050049
2020-01-09,62.7000007629395,101.480003356934,3274.699951
2020-01-10,62.6599998474121,100.900001525879,3265.350098
2020-01-13,63.0699996948242,102.160003662109,3288.129883
2020-01-14,63.0900001525879,102.919998168945,3283.149902
2020-01-15,63.5400009155273,102.790000915527,3289.290039
2020-01-16,63.7099990844727,103.370002746582,3316.810059
2020-01-17,63.8199996948242,104.529998779297,3329.620117
2020-01-21,64.0400009155273,104.580001831055,3320.790039
2020-01-22,64.0899963378906,104.48999786377,3321.75
2020-01-23,64.0299987792969,103.019996643066,3325.540039
2020-01-24,63.5900001525879,102.029998779297,3295.469971
2020-01-27,63.3899993896484,100.23999786377,3243.629883
2020-01-28,63.4700012207031,100.410003662109,3276.23999
2020-01-29,63.1500015258789,99.8399963378906,3273.399902
2020-01-30,63.9000015258789,98.1900024414063,3283.659912
2020-01-31,63.1800003051758,96.3000030517578,3225.52002
2020-02-03,63.1800003051758,99.2699966430664,3248.919922
2020-02-04,63.560001373291,101.379997253418,3297.590088
2020-02-05,64.0699996948242,100.540000915527,3334.689941
2020-02-06,64.1800003051758,100.269996643066,3345.780029
2020-02-07,64.2600021362305,99.4400024414063,3327.709961
2020-02-10,64.5299987792969,100.019996643066,3352.090088
2020-02-11,64.2900009155273,100.019996643066,3357.75
2020-02-12,64.2600021362305,103,3379.449951
2020-02-13,64.6399993896484,103.370002746582,3373.939941
2020-02-14,64.7900009155273,103.540000915527,3380.159912
2020-02-18,64.5599975585938,102,3370.290039
2020-02-19,64.4899978637695,102.459999084473,3386.149902
2020-02-20,64.5400009155273,102.529998779297,3373.22998
2020-02-21,64.6500015258789,100.25,3337.75
2020-02-24,63.1599998474121,95.9100036621094,3225.889893
2020-02-25,62.0200004577637,92.9000015258789,3128.209961
2020-02-26,61.6699981689453,92,3116.389893
2020-02-27,59.1599998474121,88.5500030517578,2978.76001
2020-02-28,57.9900016784668,89.379997253418,2954.219971
2020-03-02,61.0900001525879,92.6800003051758,3090.22998
2020-03-03,60.2599983215332,90.9300003051758,3003.370117
2020-03-04,63.2200012207031,93.7900009155273,3130.120117
2020-03-05,62.0299987792969,90.5800018310547,3023.939941
2020-03-06,61.5400009155273,88.3600006103516,2972.370117
2020-03-09,58.8600006103516,84.1100006103516,2746.560059
2020-03-10,60.5499992370605,88.3000030517578,2882.22998
2020-03-11,57.5800018310547,84,2741.379883
2020-03-12,52.1699981689453,74.1999969482422,2480.639893
2020-03-13,56.6100006103516,75.5800018310547,2711.02002
2020-03-16,52.7700004577637,66.7900009155273,2386.129883
2020-03-17,57.2200012207031,69.8399963378906,2529.189941
2020-03-18,55.75,68.0400009155273,2398.100098
2020-03-19,53.8899993896484,70.3399963378906,2409.389893
2020-03-20,50.4000015258789,67.4499969482422,2304.919922
2020-03-23,48.6300010681152,62.7999992370605,2237.399902
2020-03-24,51.1100006103516,72.3300018310547,2447.330078
2020-03-25,50.9700012207031,79.0100021362305,2475.560059
2020-03-26,53.7599983215332,84.3000030517578,2630.070068
2020-03-27,53.5099983215332,83.2300033569336,2541.469971
2020-03-30,55.5999984741211,85.379997253418,2626.649902
2020-03-31,54.4700012207031,82.7399978637695,2584.590088
2020-04-01,53.5499992370605,79.2300033569336,2470.5
2020-04-02,54.9199981689453,80.1399993896484,2526.899902
2020-04-03,55.3499984741211,78.8600006103516,2488.649902
2020-04-06,57.4099998474121,84.629997253418,2663.679932
2020-04-07,56.75,84.1600036621094,2659.409912
2020-04-08,57.5900001525879,85.3000030517578,2749.97998
2020-04-09,58.1300010681152,86.7900009155273,2789.820068
2020-04-13,57.7000007629395,84.4599990844727,2761.629883
2020-04-14,60.1500015258789,87.4700012207031,2846.060059
2020-04-15,59.2000007629395,85.0400009155273,2783.360107
2020-04-16,59.5900001525879,86.3000030517578,2799.550049
2020-04-17,60.5,89.9100036621094,2874.560059
2020-04-20,59.310001373291,87.9000015258789,2823.159912
2020-04-21,58.0499992370605,85.1999969482422,2736.560059
2020-04-22,58.6100006103516,88.7699966430664,2799.310059
2020-04-23,58.0900001525879,87.3499984741211,2797.800049
2020-04-24,58.7099990844727,88.370002746582,2836.73999
2020-04-27,58.8800010681152,89.370002746582,2878.47998
2020-04-28,59.2099990844727,88.8000030517578,2863.389893
2020-04-29,58.9599990844727,88.0699996948242,2939.51001
2020-04-30,58.2599983215332,87.1800003051758,2912.429932
2020-05-01,57.6199989318848,85.5400009155273,2830.709961
2020-05-04,57.5900001525879,85.75,2842.73999
2020-05-05,57.6399993896484,87.1999969482422,2868.439941
2020-05-06,57.0099983215332,88.4400024414063,2848.419922
2020-05-07,56.8499984741211,88.5599975585938,2881.189941
2020-05-08,58.1199989318848,90.4599990844727,2929.800049
2020-05-11,58.0400009155273,90.9300003051758,2930.189941
2020-05-12,57.5499992370605,88.2600021362305,2870.120117
2020-05-13,57.0299987792969,86.0199966430664,2820
2020-05-14,56.8899993896484,86.5500030517578,2852.5
2020-05-15,57.3899993896484,86.9899978637695,2863.699951
2020-05-18,58.2999992370605,91.0400009155273,2953.909912
2020-05-19,57.2299995422363,91.5100021362305,2922.939941
2020-05-20,57.9099998474121,92.9499969482422,2971.610107
2020-05-21,57.2700004577637,94.2600021362305,2948.51001
2020-05-22,57.4700012207031,93.75,2955.449951
2020-05-26,57.7799987792969,96.620002746582,2991.77002
2020-05-27,58.6500015258789,99.870002746582,3036.129883
2020-05-28,59.1699981689453,98.4599990844727,3029.72998
2020-05-29,59.2299995422363,98.5800018310547,3044.310059
2020-06-01,59.6399993896484,99.5400009155273,3055.72998
2020-06-02,59.7999992370605,100.73999786377,3080.820068
2020-06-03,59.8800010681152,104.110000610352,3122.870117
2020-06-04,59.5900001525879,101.279998779297,3112.350098
2020-06-05,60.4199981689453,102.709999084473,3193.929932
2020-06-08,61.0699996948242,104.290000915527,3232.389893
2020-06-09,60.5699996948242,102.629997253418,3207.179932
2020-06-10,60.4000015258789,102.120002746582,3190.139893
2020-06-11,58.1100006103516,95.1699981689453,3002.100098
2020-06-12,58.1199989318848,96.4300003051758,3041.310059
2020-06-15,58.7900009155273,97.8399963378906,3066.590088
2020-06-16,59.7099990844727,99.0400009155273,3124.73999
2020-06-17,59.6199989318848,99.2099990844727,3113.48999
2020-06-18,59.9300003051758,98.4499969482422,3115.340088
2020-06-19,59.6199989318848,95.7799987792969,3097.73999
2020-06-22,58.9900016784668,99.5100021362305,3117.860107
2020-06-23,58.9000015258789,101.919998168945,3131.290039
2020-06-24,57.9099998474121,100.080001831055,3050.330078
2020-06-25,58.3199996948242,101.400001525879,3083.76001
2020-06-26,57.1300010681152,93.6699981689453,3009.050049
2020-06-29,58.2099990844727,95.870002746582,3053.23999
2020-06-30,58.6399993896484,98.0500030517578,3100.290039
2020-07-01,58.689998626709,97.4000015258789,3115.860107
2020-07-02,58.9900016784668,98.4300003051758,3130.01001
